algo,metric,value
rsa-7680,oaep-encrypt-cyc-median,95210.0
rsa-7680,oaep-encrypt-cyc-mean,95394.4
rsa-7680,oaep-encrypt-persec,567.1
rsa-7680,oaep-decrypt-iters,100
rsa-7680,oaep-decrypt-wall-median-ns,227910870.0
rsa-7680,oaep-decrypt-wall-mean-ns,228412043.4
rsa-7680,oaep-decrypt-wall-std-ns,2922601.6
rsa-7680,oaep-decrypt-wall-p95-ns,227980703.0
rsa-7680,oaep-decrypt-wall-p99-ns,244956704.0
rsa-7680,oaep-decrypt-wall-ci95lo-ns,227839213.5
rsa-7680,oaep-decrypt-wall-ci95hi-ns,228984873.3
rsa-7680,oaep-decrypt-cyc-median,12307180.0
rsa-7680,oaep-decrypt-cyc-mean,12334241.1
rsa-7680,oaep-decrypt-persec,4.4
rsa-7680,size-key-bits,7680
rsa-7680,size-signature-bytes,960
rsa-15360,key-size,15360
rsa-15360,keygen-iters,5
rsa-15360,keygen-wall-median-ns,374189155795.0
rsa-15360,keygen-wall-mean-ns,364599127127.2
rsa-15360,keygen-wall-std-ns,210864512329.0
rsa-15360,keygen-wall-p95-ns,657501627960.0
rsa-15360,keygen-wall-p99-ns,657501627960.0
rsa-15360,keygen-wall-ci95lo-ns,179768232752.1
rsa-15360,keygen-wall-ci95hi-ns,549430021502.3
rsa-15360,keygen-cyc-median,20206214397.0
rsa-15360,keygen-cyc-mean,19688352855.6
rsa-15360,keygen-persec,0.0
rsa-15360,pss-sign-iters,100
rsa-15360,pss-sign-wall-median-ns,1600738758.0
rsa-15360,pss-sign-wall-mean-ns,1602635302.6
rsa-15360,pss-sign-wall-std-ns,10804285.1
rsa-15360,pss-sign-wall-p95-ns,1600870055.0
rsa-15360,pss-sign-wall-p99-ns,1663741610.0
rsa-15360,pss-sign-wall-ci95lo-ns,1600517662.7
rsa-15360,pss-sign-wall-ci95hi-ns,1604752942.4
rsa-15360,pss-sign-cyc-median,86439862.0
rsa-15360,pss-sign-cyc-mean,86542277.7
rsa-15360,pss-sign-persec,0.6
rsa-15360,pss-verify-iters,100
rsa-15360,pss-verify-wall-median-ns,6556907.0
rsa-15360,pss-verify-wall-mean-ns,6555886.7
rsa-15360,pss-verify-wall-std-ns,5130.9
