algo,metric,value
ML-KEM-1024,keygen-iters,1000
ML-KEM-1024,keygen-wall-median-ns,220203.0
ML-KEM-1024,keygen-wall-mean-ns,221225.2
ML-KEM-1024,keygen-wall-std-ns,5260.9
ML-KEM-1024,keygen-wall-p95-ns,230463.0
ML-KEM-1024,keygen-wall-p99-ns,236815.0
ML-KEM-1024,keygen-wall-ci95lo-ns,220899.1
ML-KEM-1024,keygen-wall-ci95hi-ns,221551.3
ML-KEM-1024,keygen-cyc-median,11884.0
ML-KEM-1024,keygen-cyc-mean,11939.4
ML-KEM-1024,keygen-persec,4541.3
ML-KEM-1024,encap-iters,1000
ML-KEM-1024,encap-wall-median-ns,109389.0
ML-KEM-1024,encap-wall-mean-ns,110078.3
ML-KEM-1024,encap-wall-std-ns,7119.5
ML-KEM-1024,encap-wall-p95-ns,110426.0
ML-KEM-1024,encap-wall-p99-ns,122352.0
ML-KEM-1024,encap-wall-ci95lo-ns,109637.0
ML-KEM-1024,encap-wall-ci95hi-ns,110519.6
ML-KEM-1024,encap-cyc-median,5903.0
ML-KEM-1024,encap-cyc-mean,5939.9
ML-KEM-1024,encap-persec,9141.7
ML-KEM-1024,decap-iters,1000
ML-KEM-1024,decap-wall-median-ns,165815.0
ML-KEM-1024,decap-wall-mean-ns,166251.0
ML-KEM-1024,decap-wall-std-ns,2037.4
ML-KEM-1024,decap-wall-p95-ns,166611.0
ML-KEM-1024,decap-wall-p99-ns,175741.0
ML-KEM-1024,decap-wall-ci95lo-ns,166124.8
ML-KEM-1024,decap-wall-ci95hi-ns,166377.3
ML-KEM-1024,decap-cyc-median,8951.0
ML-KEM-1024,decap-cyc-mean,8973.8
ML-KEM-1024,decap-persec,6030.8
ML-KEM-1024,size-key-bits,1024
ML-KEM-1024,size-pubkey-bytes,1568
ML-KEM-1024,size-privkey-bytes,3168
ML-KEM-1024,size-ciphertext-bytes,1568
ML-KEM-1024,size-shared-secret-bytes,32
ML-DSA-44,keygen-iters,1000
ML-DSA-44,keygen-wall-median-ns,461371.0
ML-DSA-44,keygen-wall-mean-ns,462194.7
ML-DSA-44,keygen-wall-std-ns,4382.9
ML-DSA-44,keygen-wall-p95-ns,472019.0
ML-DSA-44,keygen-wall-p99-ns,475982.0
ML-DSA-44,keygen-wall-ci95lo-ns,461923.0
ML-DSA-44,keygen-wall-ci95hi-ns,462466.3
ML-DSA-44,keygen-cyc-median,24907.0
ML-DSA-44,keygen-cyc-mean,24951.1
ML-DSA-44,keygen-persec,2167.5
ML-DSA-44,sign-iters,1000
ML-DSA-44,sign-wall-median-ns,2015944.0
ML-DSA-44,sign-wall-mean-ns,2611035.7
ML-DSA-44,sign-wall-std-ns,1837620.5
ML-DSA-44,sign-wall-p95-ns,6053666.0
ML-DSA-44,sign-wall-p99-ns,9248019.0
ML-DSA-44,sign-wall-ci95lo-ns,2497138.8
ML-DSA-44,sign-wall-ci95hi-ns,2724932.6
ML-DSA-44,sign-cyc-median,108854.0
ML-DSA-44,sign-cyc-mean,140988.8
ML-DSA-44,sign-persec,496.0
ML-DSA-44,verify-iters,1000
ML-DSA-44,verify-wall-median-ns,523130.0
ML-DSA-44,verify-wall-mean-ns,524688.6
ML-DSA-44,verify-wall-std-ns,3920.3
ML-DSA-44,verify-wall-p95-ns,532852.0
ML-DSA-44,verify-wall-p99-ns,536500.0
ML-DSA-44,verify-wall-ci95lo-ns,524445.7
ML-DSA-44,verify-wall-ci95hi-ns,524931.6
ML-DSA-44,verify-cyc-median,28244.0
ML-DSA-44,verify-cyc-mean,28327.1
ML-DSA-44,verify-persec,1911.6
ML-DSA-44,size-key-bits,10496
ML-DSA-44,size-pubkey-bytes,1312
ML-DSA-44,size-privkey-bytes,2560
ML-DSA-44,size-signature-bytes,2420
ML-DSA-65,keygen-iters,1000
ML-DSA-65,keygen-wall-median-ns,743796.0
ML-DSA-65,keygen-wall-mean-ns,745878.5
ML-DSA-65,keygen-wall-std-ns,5772.9
ML-DSA-65,keygen-wall-p95-ns,755297.0
ML-DSA-65,keygen-wall-p99-ns,761352.0
ML-DSA-65,keygen-wall-ci95lo-ns,745520.6
ML-DSA-65,keygen-wall-ci95hi-ns,746236.3
ML-DSA-65,keygen-cyc-median,40160.0
