algo,metric,n,median,mean,min,max,cv_pct
ecdsa-P-256,verify-wall-ci95lo-ns,5,52654,52635.36,52469.8,52731.3,0.19
ecdsa-P-256,verify-wall-mean-ns,5,52703.4,52672.36,52493.4,52767.9,0.20
ecdsa-P-256,verify-wall-median-ns,5,52569,52574.8,52426,52690,0.19
ecdsa-P-256,verify-wall-p95-ns,5,53660,53674.6,53478,53854,0.27
ecdsa-P-256,verify-wall-p99-ns,5,54185,54519.8,54128,55169,0.92
ecdsa-P-256,verify-wall-std-ns,5,591.6,596.76,358.8,946.3,40.86
ecdsa-P-384,keygen-cyc-mean,5,1259898.6,1260374.32,1259121.6,1263493.1,0.14
ecdsa-P-384,keygen-cyc-median,5,1258524,1259041.2,1257342,1262426,0.16
ecdsa-P-384,keygen-iters,5,1000,1000,1000,1000,0.00
ecdsa-P-384,keygen-persec,5,2135.7,2134.86,2129.1,2137.8,0.16
ecdsa-P-384,keygen-wall-ci95hi-ns,5,468911.9,469112.88,468658.7,470307.4,0.14
ecdsa-P-384,keygen-wall-ci95lo-ns,5,468541.7,468709.88,468230.5,469837,0.14
ecdsa-P-384,keygen-wall-mean-ns,5,468733.1,468911.38,468444.6,470072.2,0.14
ecdsa-P-384,keygen-wall-median-ns,5,468221,468414.4,467781,469676,0.16
ecdsa-P-384,keygen-wall-p95-ns,5,473714,473974.2,473537,475179,0.14
ecdsa-P-384,keygen-wall-p99-ns,5,478464,478287.4,476379,479470,0.26
ecdsa-P-384,keygen-wall-std-ns,5,3128.9,3251,2788.1,3795,11.84
ecdsa-P-384,sign-cyc-mean,5,1296316.7,1296952.3,1294000.4,1300252,0.23
ecdsa-P-384,sign-cyc-median,5,1295572,1295915.6,1292616,1299224,0.23
ecdsa-P-384,sign-iters,5,1000,1000,1000,1000,0.00
ecdsa-P-384,sign-persec,5,2074.6,2074.1,2068.8,2079.4,0.23
ecdsa-P-384,sign-wall-ci95hi-ns,5,482455.4,482690.4,481593.9,483917.5,0.22
ecdsa-P-384,sign-wall-ci95lo-ns,5,482117.7,482349.76,481248,483573.6,0.23
ecdsa-P-384,sign-wall-mean-ns,5,482286.6,482520.06,481420.9,483745.5,0.22
ecdsa-P-384,sign-wall-median-ns,5,482012,482133.8,480907,483363,0.23
ecdsa-P-384,sign-wall-p95-ns,5,486668,486854.4,485853,487975,0.19
ecdsa-P-384,sign-wall-p99-ns,5,491279,491013.6,489179,491902,0.22
ecdsa-P-384,sign-wall-std-ns,5,2774.7,2748,2395.6,3055.2,8.57
ecdsa-P-384,size-key-bits,5,384,384,384,384,0.00
ecdsa-P-384,size-pubkey-bytes,5,97,97,97,97,0.00
ecdsa-P-384,size-signature-max-bytes,5,104,104,104,104,0.00
ecdsa-P-384,verify-cyc-mean,5,1110267.3,1110163.88,1103411.7,1115783.6,0.43
ecdsa-P-384,verify-cyc-median,5,1108888,1109131.2,1102336,1114796,0.43
ecdsa-P-384,verify-iters,5,1000,1000,1000,1000,0.00
ecdsa-P-384,verify-persec,5,2423.9,2423.4,2411,2438.3,0.43
ecdsa-P-384,verify-wall-ci95hi-ns,5,413395.8,413228.16,410693,415291.1,0.43
ecdsa-P-384,verify-wall-ci95lo-ns,5,412740,412830.46,410342.9,414949.2,0.43
ecdsa-P-384,verify-wall-mean-ns,5,413067.9,413029.3,410517.9,415120.2,0.43
ecdsa-P-384,verify-wall-median-ns,5,412555,412647.2,410116,414766,0.43
ecdsa-P-384,verify-wall-p95-ns,5,416180,416369.2,413708,418819,0.45
ecdsa-P-384,verify-wall-p99-ns,5,422988,423617.4,421052,426778,0.57
ecdsa-P-384,verify-wall-std-ns,5,2757.6,3208.14,2498,5290.5,36.49
ecdsa-P-521,keygen-cyc-mean,5,2975630.4,2975353.36,2969622.7,2981859.7,0.16
ecdsa-P-521,keygen-cyc-median,5,2970208,2970331.2,2967960,2972978,0.06
ecdsa-P-521,keygen-iters,5,1000,1000,1000,1000,0.00
ecdsa-P-521,keygen-persec,5,905,904.94,904.1,905.7,0.07
ecdsa-P-521,keygen-wall-ci95hi-ns,5,1107714.4,1107791.08,1105009.2,1111866.5,0.24
ecdsa-P-521,keygen-wall-ci95lo-ns,5,1106344.5,1106061.34,1104580,1107237.7,0.10
ecdsa-P-521,keygen-wall-mean-ns,5,1107029.5,1106926.2,1104794.6,1109346.4,0.16
ecdsa-P-521,keygen-wall-median-ns,5,1105011,1105057.2,1104174,1106044,0.06
ecdsa-P-521,keygen-wall-p95-ns,5,1115725,1114202.2,1110243,1117805,0.32
ecdsa-P-521,keygen-wall-p99-ns,5,1171422,1152518.4,1119906,1174077,2.40
ecdsa-P-521,keygen-wall-std-ns,5,9751.9,13953.8,3462.9,40658.4,109.41
ecdsa-P-521,sign-cyc-mean,5,3122158.9,3135397.46,3119917.8,3189935.9,0.97
ecdsa-P-521,sign-cyc-median,5,3120990,3121975.6,3117944,3129792,0.15
ecdsa-P-521,sign-iters,5,1000,1000,1000,1000,0.00
ecdsa-P-521,sign-persec,5,861.2,860.96,858.8,862.1,0.15
ecdsa-P-521,sign-wall-ci95hi-ns,5,1161814.9,1167227.64,1160967.7,1189510.4,1.07
ecdsa-P-521,sign-wall-ci95lo-ns,5,1161266.3,1165704.76,1160448,1183999.5,0.88
ecdsa-P-521,sign-wall-mean-ns,5,1161540.6,1166466.18,1160707.9,1186754.9,0.97
ecdsa-P-521,sign-wall-median-ns,5,1161106,1161471.6,1159973,1164377,0.15
ecdsa-P-521,sign-wall-p95-ns,5,1167687,1189174.4,1165563,1277002,4.13
ecdsa-P-521,sign-wall-p99-ns,5,1179407,1213170.8,1176839,1350412,6.32
ecdsa-P-521,sign-wall-std-ns,5,4365.3,12285.24,3986.2,44456.2,146.39
ecdsa-P-521,size-key-bits,5,521,521,521,521,0.00
ecdsa-P-521,size-pubkey-bytes,5,133,133,133,133,0.00
ecdsa-P-521,size-signature-max-bytes,5,139,139,139,139,0.00
ecdsa-P-521,verify-cyc-mean,5,2490864.6,2488885.48,2482158.7,2497948.5,0.27
ecdsa-P-521,verify-cyc-median,5,2489718,2487182.8,2479286,2496336,0.28
ecdsa-P-521,verify-iters,5,1000,1000,1000,1000,0.00
ecdsa-P-521,verify-persec,5,1079.6,1080.74,1076.8,1084.2,0.28
ecdsa-P-521,verify-wall-ci95hi-ns,5,926877.6,926182.94,923643.5,929577.6,0.27
ecdsa-P-521,verify-wall-ci95lo-ns,5,926490.1,925714.72,923187.7,929063.1,0.27
ecdsa-P-521,verify-wall-mean-ns,5,926683.9,925948.8,923445.4,929320.3,0.27
ecdsa-P-521,verify-wall-median-ns,5,926257,925313.6,922376,928719,0.28
ecdsa-P-521,verify-wall-p95-ns,5,931557,931350.2,927711,933871,0.24
ecdsa-P-521,verify-wall-p99-ns,5,941797,942112.2,938960,948131,0.40
ecdsa-P-521,verify-wall-std-ns,5,3582.9,3777.2,3125.4,4831.2,18.96
rsa-15360,key-size,5,15360,15360,15360,15360,0.00
rsa-15360,keygen-cyc-mean,5,131837709686.1,126903258908.24,112229770275.5,132760097363.7,6.96
rsa-15360,keygen-cyc-median,5,113827756178,112333111734,99755213392,121097389620,6.92
rsa-15360,keygen-iters,5,100,100,100,100,0.00
rsa-15360,keygen-persec,5,0,0,0,0,0.00
rsa-15360,keygen-wall-ci95hi-ns,5,55492684830.5,53365774974.78,46797459513.6,56458945370.5,7.61
rsa-15360,keygen-wall-ci95lo-ns,5,42302663512,41056296286.62,36706837033.6,42758726636,6.18
rsa-15360,keygen-wall-mean-ns,5,49046768789.8,47211035630.7,41752148273.6,49389919100.3,6.96
rsa-15360,keygen-wall-median-ns,5,42346637035,41790593826.6,37111316172,45051114103,6.92
rsa-15360,keygen-wall-p95-ns,5,107293612893,105876417352.2,88969300923,125990592484,13.01
rsa-15360,keygen-wall-p99-ns,5,133845799335,134984607907.2,103894292460,156049779113,15.86
rsa-15360,keygen-wall-std-ns,5,32887326738.1,31401731347.4,25741383877.7,36112963924.9,13.43
rsa-15360,oaep-decrypt-cyc-mean,5,408932813.5,408988974.9,408609578.8,409403445.6,0.07
rsa-15360,oaep-decrypt-cyc-median,5,408561750,408573887.6,408393112,408766924,0.03
rsa-15360,oaep-decrypt-iters,5,100,100,100,100,0.00
rsa-15360,oaep-decrypt-persec,5,6.6,6.6,6.6,6.6,0.00
rsa-15360,oaep-decrypt-wall-ci95hi-ns,5,152401759.3,152416478.04,152273028.6,152566420.9,0.07
rsa-15360,oaep-decrypt-wall-ci95lo-ns,5,151863794.3,151890858.88,151752022.5,152049300,0.07
rsa-15360,oaep-decrypt-wall-mean-ns,5,152132776.8,152153668.46,152012525.6,152307860.4,0.07
rsa-15360,oaep-decrypt-wall-median-ns,5,151994736,151999245.8,151931997,152071056,0.03
rsa-15360,oaep-decrypt-wall-p95-ns,5,152120754,152160081,152076097,152273421,0.05
rsa-15360,oaep-decrypt-wall-p99-ns,5,159820041,159701655.6,159378710,160034650,0.18
rsa-15360,oaep-decrypt-wall-std-ns,5,1329097,1340865.08,1286306.2,1397376.8,3.29
rsa-15360,oaep-encrypt-cyc-mean,5,1799118.5,1798020.68,1793072.3,1800617,0.17
rsa-15360,oaep-encrypt-cyc-median,5,1798492,1797799.2,1793876,1799602,0.13
rsa-15360,oaep-encrypt-iters,5,100,100,100,100,0.00
rsa-15360,oaep-encrypt-persec,5,1494.5,1495.1,1493.6,1498.4,0.13
rsa-15360,oaep-encrypt-wall-ci95hi-ns,5,669931.3,669492.84,667645.5,670529,0.17
rsa-15360,oaep-encrypt-wall-ci95lo-ns,5,668741,668365.34,666530.1,669263.4,0.17
rsa-15360,oaep-encrypt-wall-mean-ns,5,669336.2,668929.1,667087.8,669896.2,0.17
rsa-15360,oaep-encrypt-wall-median-ns,5,669104,668845,667385,669516,0.13
rsa-15360,oaep-encrypt-wall-p95-ns,5,673894,673053.6,671167,673967,0.19
rsa-15360,oaep-encrypt-wall-p99-ns,5,674544,673964.8,672046,675466,0.21
rsa-15360,oaep-encrypt-wall-std-ns,5,2845.6,2876.3,2566.7,3228.5,9.14
rsa-15360,pss-sign-cyc-mean,5,408831453.5,408933220.4,408690322.7,409252473.4,0.06
rsa-15360,pss-sign-cyc-median,5,408489480,408556305.2,408423012,408722184,0.03
rsa-15360,pss-sign-iters,5,100,100,100,100,0.00
rsa-15360,pss-sign-persec,5,6.6,6.6,6.6,6.6,0.00
rsa-15360,pss-sign-wall-ci95hi-ns,5,152386852,152403800.54,152311987.6,152503032.3,0.05
rsa-15360,pss-sign-wall-ci95lo-ns,5,151824219.6,151862059.38,151773137.5,152000361.7,0.06
rsa-15360,pss-sign-wall-mean-ns,5,152095072.1,152132929.98,152042562.6,152251697,0.06
rsa-15360,pss-sign-wall-median-ns,5,151967880,151992710.8,151943116,152054415,0.03
rsa-15360,pss-sign-wall-p95-ns,5,152205127,152191872.4,152092259,152283815,0.06
rsa-15360,pss-sign-wall-p99-ns,5,159761307,159820954.6,159479336,160341334,0.22
rsa-15360,pss-sign-wall-std-ns,5,1374617.6,1381992.8,1282323.1,1488673.2,5.41
rsa-15360,pss-verify-cyc-mean,5,1798933.4,1802993.16,1796019,1821281.5,0.57
rsa-15360,pss-verify-cyc-median,5,1799630,1803463.2,1796336,1821478,0.57
rsa-15360,pss-verify-iters,5,100,100,100,100,0.00
rsa-15360,pss-verify-persec,5,1493.6,1490.46,1475.7,1496.3,0.56
rsa-15360,pss-verify-wall-ci95hi-ns,5,669968.7,671396.6,668787.6,678193.3,0.57
rsa-15360,pss-verify-wall-ci95lo-ns,5,668593.8,670162.86,667581.5,676973.9,0.57
rsa-15360,pss-verify-wall-mean-ns,5,669269.2,670779.72,668184.5,677583.6,0.57
rsa-15360,pss-verify-wall-median-ns,5,669529,670955.2,668304,677661,0.57
rsa-15360,pss-verify-wall-p95-ns,5,673539,675096.8,672670,682517,0.62
rsa-15360,pss-verify-wall-p99-ns,5,675166,677443.4,673786,685517,0.72
rsa-15360,pss-verify-wall-std-ns,5,3110.7,3147.26,2691.8,3568.8,10.19
rsa-15360,size-key-bits,5,15360,15360,15360,15360,0.00
rsa-15360,size-signature-bytes,5,1920,1920,1920,1920,0.00
rsa-3072,key-size,5,3072,3072,3072,3072,0.00
rsa-3072,keygen-cyc-mean,5,324433322.6,323430005.58,317888409.6,326769650.7,1.06
rsa-3072,keygen-cyc-median,5,276512100,275740807.2,266180594,282058724,2.37
rsa-3072,keygen-iters,5,1000,1000,1000,1000,0.00
rsa-3072,keygen-persec,5,9.7,9.76,9.5,10.1,2.47
rsa-3072,keygen-wall-ci95hi-ns,5,125341361.2,125036032.44,123016868.5,126397883,1.01
rsa-3072,keygen-wall-ci95lo-ns,5,116052539.6,115611355.66,113507309.9,116734363.5,1.12
rsa-3072,keygen-wall-mean-ns,5,120696950.4,120323694.06,118262089.2,121566123.3,1.06
rsa-3072,keygen-wall-median-ns,5,102869121,102582176,99025557,104932588,2.37
rsa-3072,keygen-wall-p95-ns,5,265807684,265669659.6,258996049,269983573,1.55
rsa-3072,keygen-wall-p99-ns,5,360815026,368982468.6,351199163,401909279,5.52
rsa-3072,keygen-wall-std-ns,5,76655559.1,76029196.16,73887284.9,77955948.8,2.12
rsa-3072,oaep-decrypt-cyc-mean,5,3604027.5,3603981.38,3603004.6,3604938.3,0.02
rsa-3072,oaep-decrypt-cyc-median,5,3571652,3571812.8,3571158,3572936,0.02
rsa-3072,oaep-decrypt-iters,5,1000,1000,1000,1000,0.00
rsa-3072,oaep-decrypt-persec,5,752.6,752.56,752.3,752.7,0.02
rsa-3072,oaep-decrypt-wall-ci95hi-ns,5,1344886.7,1344868.68,1344511.8,1345214.4,0.02
rsa-3072,oaep-decrypt-wall-ci95lo-ns,5,1336729.9,1336713.96,1336342.9,1337076.7,0.02
rsa-3072,oaep-decrypt-wall-mean-ns,5,1340808.3,1340791.34,1340427.4,1341145.6,0.02
rsa-3072,oaep-decrypt-wall-median-ns,5,1328764,1328822.6,1328578,1329239,0.02
rsa-3072,oaep-decrypt-wall-p95-ns,5,1335870,1335655.6,1333344,1336771,0.10
rsa-3072,oaep-decrypt-wall-p99-ns,5,1710892,1711005.8,1710651,1711649,0.02
rsa-3072,oaep-decrypt-wall-std-ns,5,65800.8,65784.36,65647.1,65898.9,0.14
rsa-3072,oaep-encrypt-cyc-mean,5,80043.3,80041.68,79971.1,80089.8,0.06
rsa-3072,oaep-encrypt-cyc-median,5,79972,79954.8,79872,79998,0.06
rsa-3072,oaep-encrypt-iters,5,1000,1000,1000,1000,0.00
rsa-3072,oaep-encrypt-persec,5,33588.6,33596.04,33577.3,33631.5,0.06
rsa-3072,oaep-encrypt-wall-ci95hi-ns,5,29811.9,29811.9,29785.5,29830.2,0.06
rsa-3072,oaep-encrypt-wall-ci95lo-ns,5,29785.1,29783.94,29757.5,29800.9,0.06
rsa-3072,oaep-encrypt-wall-mean-ns,5,29798.5,29797.92,29771.5,29815.5,0.06
rsa-3072,oaep-encrypt-wall-median-ns,5,29772,29765.4,29734,29782,0.06
rsa-3072,oaep-encrypt-wall-p95-ns,5,29962,29968.2,29939,30003,0.08
rsa-3072,oaep-encrypt-wall-p99-ns,5,30937,30943.6,30890,30982,0.12
rsa-3072,oaep-encrypt-wall-std-ns,5,226,225.3,215.8,235.6,3.55
rsa-3072,pss-sign-cyc-mean,5,3599331.5,3599368.82,3598957.7,3600133,0.01
rsa-3072,pss-sign-cyc-median,5,3567034,3567151.6,3566850,3567900,0.01
rsa-3072,pss-sign-iters,5,1000,1000,1000,1000,0.00
rsa-3072,pss-sign-persec,5,753.5,753.52,753.4,753.6,0.01
rsa-3072,pss-sign-wall-ci95hi-ns,5,1343124.5,1343149.98,1342989.9,1343440.6,0.01
rsa-3072,pss-sign-wall-ci95lo-ns,5,1335000.1,1335005.36,1334851.4,1335278.5,0.01
rsa-3072,pss-sign-wall-mean-ns,5,1339062.3,1339077.64,1338920.6,1339359.5,0.01
rsa-3072,pss-sign-wall-median-ns,5,1327053,1327092.2,1326978,1327368,0.01
rsa-3072,pss-sign-wall-p95-ns,5,1333410,1333803.8,1332875,1334760,0.06
rsa-3072,pss-sign-wall-p99-ns,5,1707074,1707548.4,1706532,1709619,0.07
rsa-3072,pss-sign-wall-std-ns,5,65653.9,65703.12,65540.2,65861.4,0.22
rsa-3072,pss-verify-cyc-mean,5,78568.4,78581.02,78549.3,78629.3,0.04
rsa-3072,pss-verify-cyc-median,5,78458,78470.8,78408,78530,0.06
rsa-3072,pss-verify-iters,5,1000,1000,1000,1000,0.00
rsa-3072,pss-verify-persec,5,34236,34229.94,34204.4,34258.3,0.06
rsa-3072,pss-verify-wall-ci95hi-ns,5,29272.3,29271.42,29258,29288.1,0.04
rsa-3072,pss-verify-wall-ci95lo-ns,5,29232.5,29239.06,29228.3,29258,0.05
rsa-3072,pss-verify-wall-mean-ns,5,29250.3,29255.22,29243.1,29273.1,0.04
rsa-3072,pss-verify-wall-median-ns,5,29209,29214.2,29190,29236,0.06
rsa-3072,pss-verify-wall-p95-ns,5,29427,29429.8,29399,29459,0.08
rsa-3072,pss-verify-wall-p99-ns,5,30460,30478.2,30453,30549,0.13
rsa-3072,pss-verify-wall-std-ns,5,239.7,261.1,230.2,355.1,20.20
rsa-3072,size-key-bits,5,3072,3072,3072,3072,0.00
rsa-3072,size-signature-bytes,5,384,384,384,384,0.00
rsa-7680,key-size,5,7680,7680,7680,7680,0.00
rsa-7680,keygen-cyc-mean,5,13715845240.5,13480632597.98,12031618332,14266973505.5,6.58
rsa-7680,keygen-cyc-median,5,11538632054,11453127914.8,9629081026,13207104862,12.25
rsa-7680,keygen-iters,5,100,100,100,100,0.00
rsa-7680,keygen-persec,5,0.2,0.24,0.2,0.3,22.82
rsa-7680,keygen-wall-ci95hi-ns,5,5839534208.7,5678746821.24,5012180304,6023157621.5,6.93
rsa-7680,keygen-wall-ci95lo-ns,5,4352023818.7,4351486362.44,3939917134.4,4631456412.5,6.48
rsa-7680,keygen-wall-mean-ns,5,5102621350.9,5015116591.84,4476048719.2,5307654101.2,6.58
rsa-7680,keygen-wall-median-ns,5,4292646127,4260836804.6,3582247793,4913358050,12.25
rsa-7680,keygen-wall-p95-ns,5,11356339211,11296771984,10333167353,12153190398,6.71
rsa-7680,keygen-wall-p99-ns,5,13683894433,14422408496.6,11650563234,17338136780,16.22
rsa-7680,keygen-wall-std-ns,5,3632038835.1,3385868517.34,2735365228.5,3829579245.7,13.56
rsa-7680,oaep-decrypt-cyc-mean,5,75663332.3,75654335.26,75539650.7,75750258.8,0.10
rsa-7680,oaep-decrypt-cyc-median,5,75501328,75494140.8,75362728,75612554,0.12
rsa-7680,oaep-decrypt-iters,5,100,100,100,100,0.00
rsa-7680,oaep-decrypt-persec,5,35.6,35.6,35.5,35.7,0.20
rsa-7680,oaep-decrypt-wall-ci95hi-ns,5,28219773.3,28217438.82,28172238.3,28253826.4,0.10
rsa-7680,oaep-decrypt-wall-ci95lo-ns,5,28076409.2,28073041.76,28032909.9,28108031.4,0.10
rsa-7680,oaep-decrypt-wall-mean-ns,5,28148585.8,28145240.28,28102574.1,28180928.9,0.10
rsa-7680,oaep-decrypt-wall-median-ns,5,28088319,28085645.6,28036756,28129706,0.12
rsa-7680,oaep-decrypt-wall-p95-ns,5,28221374,28235597.2,28204694,28305910,0.14
rsa-7680,oaep-decrypt-wall-p99-ns,5,30205134,30170190.2,30019960,30265852,0.33
rsa-7680,oaep-decrypt-wall-std-ns,5,371925.9,368359.82,355429.4,375807.2,2.40
rsa-7680,oaep-encrypt-cyc-mean,5,459526.9,459956.92,459132.9,461764,0.24
rsa-7680,oaep-encrypt-cyc-median,5,459228,459494,458802,461082,0.20
rsa-7680,oaep-encrypt-iters,5,100,100,100,100,0.00
rsa-7680,oaep-encrypt-persec,5,5852.6,5849.2,5829.1,5857.9,0.20
rsa-7680,oaep-encrypt-wall-ci95hi-ns,5,171134.7,171354.34,171001.9,172111,0.27
rsa-7680,oaep-encrypt-wall-ci95lo-ns,5,170816.5,170918.02,170656.5,171507.5,0.20
rsa-7680,oaep-encrypt-wall-mean-ns,5,170975.6,171136.16,170829.2,171809.2,0.24
rsa-7680,oaep-encrypt-wall-median-ns,5,170864,170963.8,170709,171553,0.20
rsa-7680,oaep-encrypt-wall-p95-ns,5,172293,172841.4,172167,174477,0.57
rsa-7680,oaep-encrypt-wall-p99-ns,5,173195,174569.2,172902,178170,1.29
rsa-7680,oaep-encrypt-wall-std-ns,5,881.2,1113.16,811.9,1539.5,33.42
rsa-7680,pss-sign-cyc-mean,5,75647805.9,75564534.58,75380667,75708087.7,0.22
rsa-7680,pss-sign-cyc-median,5,75503642,75420532.4,75240602,75570556,0.22
rsa-7680,pss-sign-iters,5,100,100,100,100,0.00
rsa-7680,pss-sign-persec,5,35.6,35.64,35.6,35.7,0.15
rsa-7680,pss-sign-wall-ci95hi-ns,5,28216174.1,28183884.16,28114613.2,28236918.8,0.22
rsa-7680,pss-sign-wall-ci95lo-ns,5,28069450.2,28039783.12,27972244.5,28093561.3,0.21
rsa-7680,pss-sign-wall-mean-ns,5,28142812.2,28111833.66,28043428.8,28165240.1,0.22
rsa-7680,pss-sign-wall-median-ns,5,28089177,28058261.4,27991334,28114072,0.22
rsa-7680,pss-sign-wall-p95-ns,5,28209053,28198912.2,28138775,28259564,0.18
rsa-7680,pss-sign-wall-p99-ns,5,30154684,30148994.2,30052239,30227133,0.26
rsa-7680,pss-sign-wall-std-ns,5,366405.6,367604.72,363185.5,374295.5,1.14
rsa-7680,pss-verify-cyc-mean,5,457436.6,457816.68,457272.2,459446.3,0.20
rsa-7680,pss-verify-cyc-median,5,457018,457208,456618,458126,0.14
rsa-7680,pss-verify-iters,5,100,100,100,100,0.00
rsa-7680,pss-verify-persec,5,5880.9,5878.3,5866.6,5885.6,0.14
rsa-7680,pss-verify-wall-ci95hi-ns,5,170353.7,170545.56,170338,171259,0.24
rsa-7680,pss-verify-wall-ci95lo-ns,5,170042.9,170135.2,169938.6,170635.7,0.17
rsa-7680,pss-verify-wall-mean-ns,5,170198.3,170340.38,170138.3,170947.3,0.20
rsa-7680,pss-verify-wall-median-ns,5,170041,170116.8,169905,170456,0.14
rsa-7680,pss-verify-wall-p95-ns,5,171596,172134,171521,173770,0.56
rsa-7680,pss-verify-wall-p99-ns,5,172724,172881.6,171948,174725,0.64
rsa-7680,pss-verify-wall-std-ns,5,978,1046.9,793,1590.2,30.29
rsa-7680,size-key-bits,5,7680,7680,7680,7680,0.00
rsa-7680,size-signature-bytes,5,960,960,960,960,0.00
