algo,op,iter,wall_ns,cycles
rsa-15360,keygen,78,39683367982,106668889426
rsa-15360,keygen,79,17237854253,46335350370
rsa-15360,keygen,80,34948871714,93942563796
rsa-15360,keygen,81,102973761833,276793462936
rsa-15360,keygen,82,68570333829,184317051330
rsa-15360,keygen,83,33697786207,90579646086
rsa-15360,keygen,84,7946482461,21360144004
rsa-15360,keygen,85,77984666544,209622776864
rsa-15360,keygen,86,17368692248,46687042882
rsa-15360,keygen,87,48668441552,130820766456
rsa-15360,keygen,88,88237185149,237181545972
rsa-15360,keygen,89,58586447441,157480363980
rsa-15360,keygen,90,22873327787,61483502742
rsa-15360,keygen,91,56838389903,152781587170
rsa-15360,keygen,92,11626445950,31251885692
rsa-15360,keygen,93,28619107479,76928158144
rsa-15360,keygen,94,30183685927,81133744216
rsa-15360,keygen,95,7077853429,19025269278
rsa-15360,keygen,96,16518398896,44401454468
rsa-15360,keygen,97,18587331465,49962744620
rsa-15360,keygen,98,14554717882,39123080058
rsa-15360,keygen,99,70422908171,189296770128
rsa-15360,pss-sign,0,152092844,408825396
rsa-15360,pss-sign,1,152165006,409019414
rsa-15360,pss-sign,2,152147329,408971940
rsa-15360,pss-sign,3,152041136,408686496
rsa-15360,pss-sign,4,152006443,408593236
rsa-15360,pss-sign,5,152064215,408748480
rsa-15360,pss-sign,6,152079458,408789504
rsa-15360,pss-sign,7,152123228,408907156
rsa-15360,pss-sign,8,152047128,408702598
rsa-15360,pss-sign,9,151987135,408541340
rsa-15360,pss-sign,10,152010708,408604704
rsa-15360,pss-sign,11,152118687,408894954
rsa-15360,pss-sign,12,151926409,408378108
rsa-15360,pss-sign,13,152082719,408798270
rsa-15360,pss-sign,14,152145096,408965940
rsa-15360,pss-sign,15,152035471,408671266
rsa-15360,pss-sign,16,151906497,408324584
rsa-15360,pss-sign,17,151927227,408380220
rsa-15360,pss-sign,18,152083490,408800304
rsa-15360,pss-sign,19,152084944,408804254
rsa-15360,pss-sign,20,152082177,408796768
rsa-15360,pss-sign,21,152107107,408863752
rsa-15360,pss-sign,22,159479336,428680376
rsa-15360,pss-sign,23,151454299,407109006
rsa-15360,pss-sign,24,151814694,408077814
rsa-15360,pss-sign,25,152207974,409134934
rsa-15360,pss-sign,26,152319626,409435074
rsa-15360,pss-sign,27,151967021,408487272
rsa-15360,pss-sign,28,152003793,408586118
rsa-15360,pss-sign,29,151967938,408489736
rsa-15360,pss-sign,30,151885078,408267004
rsa-15360,pss-sign,31,152003156,408584392
rsa-15360,pss-sign,32,151996800,408567320
rsa-15360,pss-sign,33,152019508,408628330
rsa-15360,pss-sign,34,151993674,408558840
rsa-15360,pss-sign,35,152019673,408628800
rsa-15360,pss-sign,36,152223197,409175876
rsa-15360,pss-sign,37,152095398,408832348
rsa-15360,pss-sign,38,152129907,408925106
rsa-15360,pss-sign,39,152078771,408787656
rsa-15360,pss-sign,40,152077558,408784396
rsa-15360,pss-sign,41,152059344,408735440
rsa-15360,pss-sign,42,152030313,408657404
rsa-15360,pss-sign,43,152054811,408723252
rsa-15360,pss-sign,44,152047136,408702624
rsa-15360,pss-sign,45,152123180,408907026
rsa-15360,pss-sign,46,152177051,409051812
rsa-15360,pss-sign,47,151995373,408563480
rsa-15360,pss-sign,48,152017875,408623966
rsa-15360,pss-sign,49,152154582,408991438
rsa-15360,pss-sign,50,152037435,408676546
rsa-15360,pss-sign,51,152031512,408660626
rsa-15360,pss-sign,52,152160666,409007790
rsa-15360,pss-sign,53,152078839,408787838
rsa-15360,pss-sign,54,159619380,429056806
rsa-15360,pss-sign,55,151487482,407198274
rsa-15360,pss-sign,56,151960316,408469246
rsa-15360,pss-sign,57,151614562,407539844
rsa-15360,pss-sign,58,152094332,408829484
rsa-15360,pss-sign,59,152005109,408589654
rsa-15360,pss-sign,60,152061801,408742040
rsa-15360,pss-sign,61,151954627,408453958
rsa-15360,pss-sign,62,151943291,408423486
rsa-15360,pss-sign,63,152010166,408603250
rsa-15360,pss-sign,64,152006036,408592146
rsa-15360,pss-sign,65,151937877,408408934
rsa-15360,pss-sign,66,151917486,408354088
rsa-15360,pss-sign,67,151938088,408409478
rsa-15360,pss-sign,68,151967476,408488496
rsa-15360,pss-sign,69,152002055,408581446
rsa-15360,pss-sign,70,152008568,408598948
rsa-15360,pss-sign,71,152108315,408867070
rsa-15360,pss-sign,72,152034992,408669980
rsa-15360,pss-sign,73,151963670,408478264
rsa-15360,pss-sign,74,151992055,408554564
rsa-15360,pss-sign,75,152003592,408585574
rsa-15360,pss-sign,76,152076108,408780500
rsa-15360,pss-sign,77,152063051,408745402
rsa-15360,pss-sign,78,151931969,408393054
rsa-15360,pss-sign,79,151955955,408457526
rsa-15360,pss-sign,80,152035471,408671266
rsa-15360,pss-sign,81,151905703,408322452
rsa-15360,pss-sign,82,152134224,408936716
rsa-15360,pss-sign,83,152283815,409338770
rsa-15360,pss-sign,84,152005139,408589710
rsa-15360,pss-sign,85,152014426,408614698
rsa-15360,pss-sign,86,159302206,428204250
rsa-15360,pss-sign,87,152064364,408748934
rsa-15360,pss-sign,88,152040773,408685516
rsa-15360,pss-sign,89,152526296,409990606
rsa-15360,pss-sign,90,152130837,408927606
rsa-15360,pss-sign,91,152059589,408736100
rsa-15360,pss-sign,92,152065581,408752200
rsa-15360,pss-sign,93,152009801,408602264
rsa-15360,pss-sign,94,151942235,408420646
rsa-15360,pss-sign,95,151915955,408350004
rsa-15360,pss-sign,96,152053411,408719488
rsa-15360,pss-sign,97,152005353,408590282
rsa-15360,pss-sign,98,151920940,408363410
rsa-15360,pss-sign,99,152125250,408912590
rsa-15360,pss-verify,0,672119,1806550
rsa-15360,pss-verify,1,661352,1777654
rsa-15360,pss-verify,2,669043,1798322
rsa-15360,pss-verify,3,672853,1808562
rsa-15360,pss-verify,4,665226,1788068
rsa-15360,pss-verify,5,669020,1798266
rsa-15360,pss-verify,6,671454,1804804
rsa-15360,pss-verify,7,666201,1790690
rsa-15360,pss-verify,8,670856,1803196
rsa-15360,pss-verify,9,671980,1806218
rsa-15360,pss-verify,10,672873,1808628
rsa-15360,pss-verify,11,669204,1798760
rsa-15360,pss-verify,12,673761,1811006
rsa-15360,pss-verify,13,660250,1774698
rsa-15360,pss-verify,14,671352,1804530
rsa-15360,pss-verify,15,671189,1804092
rsa-15360,pss-verify,16,668297,1796328
rsa-15360,pss-verify,17,670648,1802638
rsa-15360,pss-verify,18,673786,1811078
rsa-15360,pss-verify,19,669212,1798788
rsa-15360,pss-verify,20,669615,1799862
rsa-15360,pss-verify,21,666780,1792236
rsa-15360,pss-verify,22,665566,1788982
rsa-15360,pss-verify,23,671065,1803758
rsa-15360,pss-verify,24,670467,1802152
rsa-15360,pss-verify,25,666748,1792156
rsa-15360,pss-verify,26,669287,1798978
rsa-15360,pss-verify,27,670279,1801648
rsa-15360,pss-verify,28,670519,1802290
rsa-15360,pss-verify,29,669015,1798246
rsa-15360,pss-verify,30,669193,1798730
rsa-15360,pss-verify,31,669852,1800502
rsa-15360,pss-verify,32,673778,1811050
rsa-15360,pss-verify,33,673029,1809030
rsa-15360,pss-verify,34,666815,1792348
rsa-15360,pss-verify,35,673556,1810460
rsa-15360,pss-verify,36,671944,1806122
rsa-15360,pss-verify,37,671677,1805412
rsa-15360,pss-verify,38,667827,1795060
rsa-15360,pss-verify,39,671088,1803822
rsa-15360,pss-verify,40,667024,1792904
rsa-15360,pss-verify,41,671597,1805190
rsa-15360,pss-verify,42,672081,1806492
rsa-15360,pss-verify,43,673156,1809384
rsa-15360,pss-verify,44,669612,1799856
rsa-15360,pss-verify,45,669979,1800846
rsa-15360,pss-verify,46,670956,1803468
rsa-15360,pss-verify,47,668489,1796836
rsa-15360,pss-verify,48,667585,1794398
rsa-15360,pss-verify,49,670185,1801404
rsa-15360,pss-verify,50,673539,1810418
rsa-15360,pss-verify,51,671583,1805154
rsa-15360,pss-verify,52,664419,1785892
rsa-15360,pss-verify,53,671569,1805106
rsa-15360,pss-verify,54,671406,1804676
rsa-15360,pss-verify,55,667051,1792976
rsa-15360,pss-verify,56,668325,1796394
rsa-15360,pss-verify,57,669673,1800016
rsa-15360,pss-verify,58,668799,1797678
rsa-15360,pss-verify,59,669499,1799542
rsa-15360,pss-verify,60,671840,1805842
rsa-15360,pss-verify,61,669288,1798992
rsa-15360,pss-verify,62,674046,1811768
rsa-15360,pss-verify,63,667012,1792862
rsa-15360,pss-verify,64,666730,1792114
rsa-15360,pss-verify,65,672249,1806944
rsa-15360,pss-verify,66,669211,1798778
rsa-15360,pss-verify,67,667052,1792982
rsa-15360,pss-verify,68,667739,1794822
rsa-15360,pss-verify,69,670561,1802406
rsa-15360,pss-verify,70,672009,1806310
rsa-15360,pss-verify,71,672441,1807450
rsa-15360,pss-verify,72,665379,1788470
rsa-15360,pss-verify,73,672141,1806652
rsa-15360,pss-verify,74,671328,1804458
rsa-15360,pss-verify,75,670951,1803452
rsa-15360,pss-verify,76,666060,1790306
rsa-15360,pss-verify,77,668930,1798014
rsa-15360,pss-verify,78,671313,1804422
rsa-15360,pss-verify,79,669133,1798576
rsa-15360,pss-verify,80,671413,1804694
rsa-15360,pss-verify,81,672836,1808524
rsa-15360,pss-verify,82,670656,1802634
rsa-15360,pss-verify,83,665615,1789088
rsa-15360,pss-verify,84,668593,1797108
rsa-15360,pss-verify,85,665025,1787528
rsa-15360,pss-verify,86,665810,1789636
rsa-15360,pss-verify,87,672042,1806388
rsa-15360,pss-verify,88,671853,1805880
rsa-15360,pss-verify,89,669433,1799376
rsa-15360,pss-verify,90,667789,1794956
rsa-15360,pss-verify,91,671478,1804868
rsa-15360,pss-verify,92,665844,1789732
rsa-15360,pss-verify,93,669229,1798818
rsa-15360,pss-verify,94,666911,1792594
rsa-15360,pss-verify,95,665521,1788858
rsa-15360,pss-verify,96,671278,1804330
rsa-15360,pss-verify,97,669307,1799034
rsa-15360,pss-verify,98,670354,1801848
rsa-15360,pss-verify,99,670597,1802502
rsa-15360,oaep-encrypt,0,674509,1812990
rsa-15360,oaep-encrypt,1,671612,1805198
rsa-15360,oaep-encrypt,2,672598,1807882
rsa-15360,oaep-encrypt,3,668921,1798000
rsa-15360,oaep-encrypt,4,673410,1810066
rsa-15360,oaep-encrypt,5,674061,1811816
rsa-15360,oaep-encrypt,6,669010,1798240
rsa-15360,oaep-encrypt,7,666421,1791278
rsa-15360,oaep-encrypt,8,672660,1808048
rsa-15360,oaep-encrypt,9,665432,1788626
rsa-15360,oaep-encrypt,10,671489,1804902
rsa-15360,oaep-encrypt,11,671714,1805502
rsa-15360,oaep-encrypt,12,667512,1794216
rsa-15360,oaep-encrypt,13,687297,1847386
rsa-15360,oaep-encrypt,14,672939,1808792
rsa-15360,oaep-encrypt,15,671226,1804192
rsa-15360,oaep-encrypt,16,673870,1811304
rsa-15360,oaep-encrypt,17,668700,1797406
rsa-15360,oaep-encrypt,18,666848,1792432
rsa-15360,oaep-encrypt,19,669104,1798492
rsa-15360,oaep-encrypt,20,667861,1795148
rsa-15360,oaep-encrypt,21,672619,1807942
rsa-15360,oaep-encrypt,22,666914,1792604
rsa-15360,oaep-encrypt,23,671709,1805498
rsa-15360,oaep-encrypt,24,665309,1788294
rsa-15360,oaep-encrypt,25,671597,1805186
rsa-15360,oaep-encrypt,26,669114,1798512
rsa-15360,oaep-encrypt,27,671008,1803614
rsa-15360,oaep-encrypt,28,668731,1797480
rsa-15360,oaep-encrypt,29,673461,1810196
rsa-15360,oaep-encrypt,30,667584,1794406
rsa-15360,oaep-encrypt,31,674460,1812882
rsa-15360,oaep-encrypt,32,670195,1801422
rsa-15360,oaep-encrypt,33,666527,1791568
rsa-15360,oaep-encrypt,34,671446,1804780
rsa-15360,oaep-encrypt,35,668944,1798056
rsa-15360,oaep-encrypt,36,668909,1797970
rsa-15360,oaep-encrypt,37,672744,1808266
rsa-15360,oaep-encrypt,38,672997,1808956
rsa-15360,oaep-encrypt,39,673274,1809704
rsa-15360,oaep-encrypt,40,673042,1809064
rsa-15360,oaep-encrypt,41,672127,1806612
rsa-15360,oaep-encrypt,42,666785,1792258
rsa-15360,oaep-encrypt,43,670909,1803338
rsa-15360,oaep-encrypt,44,669160,1798634
rsa-15360,oaep-encrypt,45,674544,1813120
rsa-15360,oaep-encrypt,46,668227,1796100
rsa-15360,oaep-encrypt,47,670920,1803366
rsa-15360,oaep-encrypt,48,669089,1798440
rsa-15360,oaep-encrypt,49,665794,1789602
rsa-15360,oaep-encrypt,50,667146,1793188
rsa-15360,oaep-encrypt,51,661951,1779252
rsa-15360,oaep-encrypt,52,668483,1796824
rsa-15360,oaep-encrypt,53,671762,1805624
rsa-15360,oaep-encrypt,54,668637,1797236
rsa-15360,oaep-encrypt,55,665455,1788690
rsa-15360,oaep-encrypt,56,668902,1797940
rsa-15360,oaep-encrypt,57,670707,1802796
rsa-15360,oaep-encrypt,58,665893,1789864
rsa-15360,oaep-encrypt,59,668128,1795858
rsa-15360,oaep-encrypt,60,667982,1795476
rsa-15360,oaep-encrypt,61,669064,1798386
rsa-15360,oaep-encrypt,62,673194,1809484
rsa-15360,oaep-encrypt,63,668885,1797896
rsa-15360,oaep-encrypt,64,670407,1802000
rsa-15360,oaep-encrypt,65,670447,1802100
rsa-15360,oaep-encrypt,66,671230,1804204
rsa-15360,oaep-encrypt,67,668004,1795532
rsa-15360,oaep-encrypt,68,673967,1811554
rsa-15360,oaep-encrypt,69,672876,1808624
rsa-15360,oaep-encrypt,70,667000,1792834
rsa-15360,oaep-encrypt,71,673633,1810658
rsa-15360,oaep-encrypt,72,668077,1795726
rsa-15360,oaep-encrypt,73,664954,1787338
rsa-15360,oaep-encrypt,74,667482,1794124
rsa-15360,oaep-encrypt,75,667317,1793684
rsa-15360,oaep-encrypt,76,670694,1802766
rsa-15360,oaep-encrypt,77,667587,1794408
rsa-15360,oaep-encrypt,78,672018,1806318
rsa-15360,oaep-encrypt,79,667859,1795146
rsa-15360,oaep-encrypt,80,672452,1807486
rsa-15360,oaep-encrypt,81,668641,1797240
rsa-15360,oaep-encrypt,82,666374,1791154
rsa-15360,oaep-encrypt,83,667950,1795382
rsa-15360,oaep-encrypt,84,670696,1802764
rsa-15360,oaep-encrypt,85,668771,1797598
rsa-15360,oaep-encrypt,86,673694,1810830
rsa-15360,oaep-encrypt,87,666729,1792102
rsa-15360,oaep-encrypt,88,665663,1789242
rsa-15360,oaep-encrypt,89,667807,1795000
rsa-15360,oaep-encrypt,90,668232,1796138
rsa-15360,oaep-encrypt,91,666889,1792538
rsa-15360,oaep-encrypt,92,671040,1803686
rsa-15360,oaep-encrypt,93,668684,1797354
rsa-15360,oaep-encrypt,94,665741,1789446
rsa-15360,oaep-encrypt,95,672614,1807926
rsa-15360,oaep-encrypt,96,671333,1804478
rsa-15360,oaep-encrypt,97,667564,1794352
rsa-15360,oaep-encrypt,98,673038,1809068
rsa-15360,oaep-encrypt,99,670633,1802598
rsa-15360,oaep-decrypt,0,151957270,408461008
rsa-15360,oaep-decrypt,1,152096555,408835462
rsa-15360,oaep-decrypt,2,152048571,408706482
rsa-15360,oaep-decrypt,3,152107654,408865296
rsa-15360,oaep-decrypt,4,151994736,408561750
rsa-15360,oaep-decrypt,5,152124494,408910562
rsa-15360,oaep-decrypt,6,151943151,408423112
rsa-15360,oaep-decrypt,7,152005239,408589998
rsa-15360,oaep-decrypt,8,159618859,429055416
rsa-15360,oaep-decrypt,9,152121996,408903842
rsa-15360,oaep-decrypt,10,152030422,408657692
rsa-15360,oaep-decrypt,11,152078501,408786930
rsa-15360,oaep-decrypt,12,151960908,408470838
rsa-15360,oaep-decrypt,13,152014185,408614048
rsa-15360,oaep-decrypt,14,152013035,408610962
rsa-15360,oaep-decrypt,15,152059487,408735818
rsa-15360,oaep-decrypt,16,151896167,408296814
rsa-15360,oaep-decrypt,17,152150294,408979908
rsa-15360,oaep-decrypt,18,152089703,408817040
rsa-15360,oaep-decrypt,19,151994144,408560180
rsa-15360,oaep-decrypt,20,151979306,408520292
rsa-15360,oaep-decrypt,21,151973198,408503834
rsa-15360,oaep-decrypt,22,151979590,408521062
rsa-15360,oaep-decrypt,23,152003686,408585832
rsa-15360,oaep-decrypt,24,152084557,408803206
rsa-15360,oaep-decrypt,25,152219564,409166096
rsa-15360,oaep-decrypt,26,151986663,408540076
rsa-15360,oaep-decrypt,27,152054643,408722804
rsa-15360,oaep-decrypt,28,151979181,408519958
rsa-15360,oaep-decrypt,29,151999312,408574070
rsa-15360,oaep-decrypt,30,152073512,408773522
rsa-15360,oaep-decrypt,31,152034268,408668032
rsa-15360,oaep-decrypt,32,152008183,408597882
rsa-15360,oaep-decrypt,33,151976618,408513068
rsa-15360,oaep-decrypt,34,152051233,408713636
rsa-15360,oaep-decrypt,35,151990166,408549488
rsa-15360,oaep-decrypt,36,152072591,408771040
rsa-15360,oaep-decrypt,37,151962258,408474468
rsa-15360,oaep-decrypt,38,152005909,408591802
rsa-15360,oaep-decrypt,39,151954679,408454102
rsa-15360,oaep-decrypt,40,160034650,430173056
rsa-15360,oaep-decrypt,41,151505041,407245470
rsa-15360,oaep-decrypt,42,151417011,407008844
rsa-15360,oaep-decrypt,43,151549471,407364902
rsa-15360,oaep-decrypt,44,152271645,409306102
rsa-15360,oaep-decrypt,45,152234906,409207348
rsa-15360,oaep-decrypt,46,151947503,408434806
rsa-15360,oaep-decrypt,47,151378520,406905384
rsa-15360,oaep-decrypt,48,151455501,407112306
rsa-15360,oaep-decrypt,49,151409218,406987894
rsa-15360,oaep-decrypt,50,151475809,407166896
rsa-15360,oaep-decrypt,51,151449053,407094970
rsa-15360,oaep-decrypt,52,151429436,407042232
rsa-15360,oaep-decrypt,53,151438906,407067704
rsa-15360,oaep-decrypt,54,151598200,407495886
rsa-15360,oaep-decrypt,55,151997815,408570046
rsa-15360,oaep-decrypt,56,151728297,407845582
rsa-15360,oaep-decrypt,57,151475715,407166642
rsa-15360,oaep-decrypt,58,151526944,407304340
rsa-15360,oaep-decrypt,59,151420656,407018646
rsa-15360,oaep-decrypt,60,151530261,407313258
rsa-15360,oaep-decrypt,61,151584263,407458418
rsa-15360,oaep-decrypt,62,151882005,408258752
rsa-15360,oaep-decrypt,63,151476668,407169206
rsa-15360,oaep-decrypt,64,151849937,408172546
rsa-15360,oaep-decrypt,65,151954634,408453980
rsa-15360,oaep-decrypt,66,151559936,407393028
rsa-15360,oaep-decrypt,67,151531293,407316036
rsa-15360,oaep-decrypt,68,152026329,408646686
rsa-15360,oaep-decrypt,69,152001054,408578752
rsa-15360,oaep-decrypt,70,151986533,408539720
rsa-15360,oaep-decrypt,71,152021870,408634708
rsa-15360,oaep-decrypt,72,160058114,430236126
rsa-15360,oaep-decrypt,73,152011519,408606882
rsa-15360,oaep-decrypt,74,151980972,408524774
rsa-15360,oaep-decrypt,75,151986919,408540736
rsa-15360,oaep-decrypt,76,152053264,408719096
rsa-15360,oaep-decrypt,77,152011062,408605656
rsa-15360,oaep-decrypt,78,152028594,408652774
rsa-15360,oaep-decrypt,79,152021692,408634226
rsa-15360,oaep-decrypt,80,152119465,408897040
rsa-15360,oaep-decrypt,81,151980313,408523000
rsa-15360,oaep-decrypt,82,152074755,408776866
rsa-15360,oaep-decrypt,83,152142932,408960122
rsa-15360,oaep-decrypt,84,151527285,407305266
rsa-15360,oaep-decrypt,85,151446295,407087564
rsa-15360,oaep-decrypt,86,152083934,408801538
rsa-15360,oaep-decrypt,87,152073004,408772152
rsa-15360,oaep-decrypt,88,152075066,408777700
rsa-15360,oaep-decrypt,89,152009675,408601924
rsa-15360,oaep-decrypt,90,152120553,408899924
rsa-15360,oaep-decrypt,91,152008255,408598114
rsa-15360,oaep-decrypt,92,152024397,408641498
rsa-15360,oaep-decrypt,93,151978641,408518504
rsa-15360,oaep-decrypt,94,151986676,408540106
rsa-15360,oaep-decrypt,95,152094900,408831012
rsa-15360,oaep-decrypt,96,151471107,407154262
rsa-15360,oaep-decrypt,97,151469237,407149228
rsa-15360,oaep-decrypt,98,151429298,407041870
rsa-15360,oaep-decrypt,99,151453484,407106886
