algo,metric,n,median,mean,min,max,cv_pct
ML-DSA-87,verify-wall-ci95hi-ns,5,1226978.7,1228777.26,1226296.9,1233911.6,0.26
ML-DSA-87,verify-wall-ci95lo-ns,5,1226308.6,1227415.22,1225592,1230059.1,0.17
ML-DSA-87,verify-wall-mean-ns,5,1226643.6,1228096.24,1225944.4,1231985.4,0.21
ML-DSA-87,verify-wall-median-ns,5,1224019,1224429.8,1223334,1226740,0.11
ML-DSA-87,verify-wall-p95-ns,5,1233352,1234555.8,1232704,1237167,0.17
ML-DSA-87,verify-wall-p99-ns,5,1237982,1272144.8,1236963,1391482,5.28
ML-DSA-87,verify-wall-std-ns,5,5830.9,10987.88,5405.9,31078.9,102.35
ML-KEM-1024,decap-cyc-mean,5,8955.8,8958.24,8948.6,8973.8,0.11
ML-KEM-1024,decap-cyc-median,5,8930,8933.8,8926,8951,0.11
ML-KEM-1024,decap-iters,5,1000,1000,1000,1000,0.00
ML-KEM-1024,decap-persec,5,6045,6042.42,6030.8,6047.7,0.11
ML-KEM-1024,decap-wall-ci95hi-ns,5,166082.1,166116.34,165899.2,166377.3,0.13
ML-KEM-1024,decap-wall-ci95lo-ns,5,165736.4,165796.02,165662.3,166124.8,0.11
ML-KEM-1024,decap-wall-mean-ns,5,165909.3,165956.16,165780.7,166251,0.11
ML-KEM-1024,decap-wall-median-ns,5,165426,165496.4,165352,165815,0.11
ML-KEM-1024,decap-wall-p95-ns,5,166611,166677.8,166130,167166,0.27
ML-KEM-1024,decap-wall-p99-ns,5,175056,175215,174926,175741,0.18
ML-KEM-1024,decap-wall-std-ns,5,2037.4,2584.04,1872.2,4310.8,40.04
ML-KEM-1024,encap-cyc-mean,5,5913.9,5918.6,5904.9,5939.9,0.23
ML-KEM-1024,encap-cyc-median,5,5894,5896.4,5887,5906,0.13
ML-KEM-1024,encap-iters,5,1000,1000,1000,1000,0.00
ML-KEM-1024,encap-persec,5,9157.2,9152.86,9137,9168.1,0.14
ML-KEM-1024,encap-wall-ci95hi-ns,5,109769.3,109860.84,109522.5,110519.6,0.36
ML-KEM-1024,encap-wall-ci95lo-ns,5,109407.3,109482.4,109303.9,109666.5,0.15
ML-KEM-1024,encap-wall-mean-ns,5,109583.3,109671.62,109413.2,110078.3,0.24
ML-KEM-1024,encap-wall-median-ns,5,109204,109255.8,109074,109445,0.14
ML-KEM-1024,encap-wall-p95-ns,5,110148,110226,110056,110426,0.14
ML-KEM-1024,encap-wall-p99-ns,5,119111,119722.4,118926,122352,1.23
ML-KEM-1024,encap-wall-std-ns,5,1764,3052.82,1651.8,7119.5,76.68
