algo,metric,value
rsa-7680,pss-sign-wall-p99-ns,30154684
rsa-7680,pss-sign-wall-std-ns,366405.6
rsa-7680,pss-verify-cyc-mean,457436.6
rsa-7680,pss-verify-cyc-median,457018
rsa-7680,pss-verify-iters,100
rsa-7680,pss-verify-persec,5880.9
rsa-7680,pss-verify-wall-ci95hi-ns,170353.7
rsa-7680,pss-verify-wall-ci95lo-ns,170042.9
rsa-7680,pss-verify-wall-mean-ns,170198.3
rsa-7680,pss-verify-wall-median-ns,170041
rsa-7680,pss-verify-wall-p95-ns,171596
rsa-7680,pss-verify-wall-p99-ns,172724
rsa-7680,pss-verify-wall-std-ns,978
rsa-7680,size-key-bits,7680
rsa-7680,size-signature-bytes,960
